	son	contexte_gauche	contexte_droit	contextes	proba_oral	proba_nasal
48	a	labial	coronal	labial_coronal	0.718841	0.281159
49	a	labial	coronal	labial_coronal	0.832348	0.167652
50	a	m	coronal	m_coronal	0.657592	0.342408
51	a	coronal	pause	coronal_pause	0.674869	0.325131
52	a	dorsal	dorsal	dorsal_dorsal	0.931205	0.068795
53	a	labial	dorsal	labial_dorsal	0.603602	0.396398
54	a	labial	coronal	labial_coronal	0.657742	0.342258
55	a	coronal	labial	coronal_labial	0.555015	0.444985
56	a	coronal	coronal	coronal_coronal	0.867682	0.132318
57	a	dorsal	coronal	dorsal_coronal	0.611183	0.388817
58	a	labial	dorsal	labial_dorsal	0.582283	0.417717
59	a	dorsal	labial	dorsal_labial	0.654213	0.345787
60	a	coronal	coronal	coronal_coronal	0.684859	0.315141
61	a	coronal	coronal	coronal_coronal	0.393333	0.606667
62	a	labial	dorsal	labial_dorsal	0.702423	0.297577
63	a	coronal	dorsal	coronal_dorsal	0.530803	0.469197
64	a	coronal	pause	coronal_pause	0.669202	0.330798
65	a	coronal	coronal	coronal_coronal	0.741137	0.258863
66	a	coronal	labial	coronal_labial	0.925914	0.074086
67	a	dorsal	dorsal	dorsal_dorsal	0.482761	0.517239
68	a	pause	n	pause_n	0.773918	0.226082
69	a	pause	coronal	pause_coronal	0.740896	0.259104
70	a	coronal	pause	coronal_pause	0.218250	0.781750
71	a	dorsal	coronal	dorsal_coronal	0.864431	0.135569
72	a	pause	coronal	pause_coronal	0.912302	0.087698
73	a	coronal	m	coronal_m	0.868693	0.131307
74	a	dorsal	labial	dorsal_labial	0.617748	0.382252
75	a	dorsal	coronal	dorsal_coronal	0.805138	0.194862
76	a	coronal	labial	coronal_labial	0.825797	0.174203
77	a	labial	coronal	labial_coronal	0.882643	0.117357
78	a	coronal	coronal	coronal_coronal	0.836502	0.163498
79	a	m	coronal	m_coronal	0.767209	0.232791
80	a	labial	coronal	labial_coronal	0.858681	0.141319
81	a	coronal	pause	coronal_pause	0.803264	0.196736
82	a	dorsal	coronal	dorsal_coronal	0.756386	0.243614
83	a	coronal	coronal	coronal_coronal	0.743165	0.256835
84	a	labial	m	labial_m	0.890782	0.109218
85	a	coronal	dorsal	coronal_dorsal	0.901458	0.098542
86	a	dorsal	pause	dorsal_pause	0.382882	0.617118
87	a	dorsal	pause	dorsal_pause	0.515034	0.484966
88	a	labial	coronal	labial_coronal	0.864587	0.135413
89	a	pause	coronal	pause_coronal	0.845342	0.154658
90	a	coronal	m	coronal_m	0.762433	0.237568
91	a	coronal	m	coronal_m	0.926066	0.073934
92	a	coronal	labial	coronal_labial	0.818601	0.181399
93	a	m	coronal	m_coronal	0.911882	0.088118
94	a	m	coronal	m_coronal	0.943812	0.056188
95	a	labial	labial	labial_labial	0.795234	0.204766
96	a	coronal	m	coronal_m	0.905504	0.094496
97	a	labial	coronal	labial_coronal	0.825184	0.174816
98	a	labial	coronal	labial_coronal	0.829604	0.170396
99	a	labial	coronal	labial_coronal	0.833092	0.166908
100	a	labial	dorsal	labial_dorsal	0.868583	0.131417
101	a	coronal	labial	coronal_labial	0.904275	0.095725
102	a	coronal	dorsal	coronal_dorsal	0.910013	0.089987
103	a	coronal	coronal	coronal_coronal	0.822672	0.177328
104	a	dorsal	pause	dorsal_pause	0.381678	0.618322
105	a	dorsal	coronal	dorsal_coronal	0.856664	0.143336
106	a	coronal	dorsal	coronal_dorsal	0.833903	0.166097
107	a	coronal	pause	coronal_pause	0.770942	0.229058
108	a	labial	dorsal	labial_dorsal	0.867595	0.132405
109	a	labial	dorsal	labial_dorsal	0.955147	0.044853
110	a	coronal	coronal	coronal_coronal	0.890027	0.109973
111	a	coronal	pause	coronal_pause	0.520062	0.479939
112	a	dorsal	pause	dorsal_pause	0.313832	0.686168
113	a	labial	pause	labial_pause	0.871879	0.128121
114	a	m	dorsal	m_dorsal	0.881068	0.118932
115	a	m	coronal	m_coronal	0.906690	0.093310
116	a	dorsal	labial	dorsal_labial	0.626979	0.373021
117	a	labial	labial	labial_labial	0.464476	0.535524
118	a	coronal	pause	coronal_pause	0.421563	0.578437
119	a	m	dorsal	m_dorsal	0.895408	0.104592
120	a	coronal	coronal	coronal_coronal	0.928536	0.071464
121	a	dorsal	coronal	dorsal_coronal	0.889642	0.110358
122	a	labial	dorsal	labial_dorsal	0.546908	0.453092
123	a	labial	labial	labial_labial	0.729947	0.270053
124	a	coronal	coronal	coronal_coronal	0.602830	0.397170
125	a	coronal	coronal	coronal_coronal	0.804893	0.195107
126	a	labial	coronal	labial_coronal	0.883357	0.116642
127	a	labial	dorsal	labial_dorsal	0.775785	0.224215
128	a	labial	coronal	labial_coronal	0.791298	0.208702
129	a	coronal	pause	coronal_pause	0.758446	0.241554
130	a	dorsal	coronal	dorsal_coronal	0.731032	0.268967
131	a	labial	m	labial_m	0.828228	0.171772
132	a	labial	coronal	labial_coronal	0.764440	0.235560
133	a	labial	coronal	labial_coronal	0.788319	0.211681
134	a	labial	dorsal	labial_dorsal	0.829309	0.170691
135	a	coronal	pause	coronal_pause	0.414834	0.585166
136	a	labial	labial	labial_labial	0.840599	0.159401
137	a	coronal	pause	coronal_pause	0.673746	0.326254
138	a	coronal	coronal	coronal_coronal	0.880555	0.119445
139	a	coronal	coronal	coronal_coronal	0.798933	0.201067
140	a	dorsal	labial	dorsal_labial	0.828762	0.171237
141	a	coronal	coronal	coronal_coronal	0.895557	0.104443
142	a	coronal	coronal	coronal_coronal	0.948760	0.051240
143	a	coronal	coronal	coronal_coronal	0.871872	0.128128
144	a	labial	coronal	labial_coronal	0.743452	0.256548
145	a	labial	coronal	labial_coronal	0.767819	0.232181
146	a	coronal	dorsal	coronal_dorsal	0.859550	0.140450
147	a	coronal	coronal	coronal_coronal	0.817844	0.182156
148	a	m	dorsal	m_dorsal	0.828189	0.171811
149	a	coronal	labial	coronal_labial	0.620003	0.379997
150	a	labial	coronal	labial_coronal	0.817501	0.182499
151	a	dorsal	pause	dorsal_pause	0.366871	0.633129
152	a	dorsal	labial	dorsal_labial	0.598879	0.401121
153	a	coronal	coronal	coronal_coronal	0.534150	0.465850
154	a	labial	coronal	labial_coronal	0.934149	0.065851
155	a	labial	coronal	labial_coronal	0.759737	0.240263
156	a	coronal	dorsal	coronal_dorsal	0.876515	0.123485
157	a	labial	labial	labial_labial	0.402267	0.597733
158	a	dorsal	coronal	dorsal_coronal	0.416140	0.583860
159	a	labial	dorsal	labial_dorsal	0.786917	0.213083
160	a	labial	coronal	labial_coronal	0.839239	0.160761
161	a	dorsal	pause	dorsal_pause	0.906362	0.093638
162	a	coronal	pause	coronal_pause	0.718048	0.281952
163	a	coronal	coronal	coronal_coronal	0.797616	0.202384
164	a	dorsal	coronal	dorsal_coronal	0.465608	0.534392
165	a	coronal	dorsal	coronal_dorsal	0.532611	0.467389
166	a	pause	coronal	pause_coronal	0.914020	0.085980
167	a	coronal	pause	coronal_pause	0.380559	0.619441
168	a	coronal	pause	coronal_pause	0.823402	0.176598
169	a	m	coronal	m_coronal	0.629390	0.370610
170	a	dorsal	coronal	dorsal_coronal	0.785321	0.214679
171	a	dorsal	coronal	dorsal_coronal	0.844483	0.155517
172	a	coronal	pause	coronal_pause	0.906674	0.093326
173	a	labial	dorsal	labial_dorsal	0.845804	0.154196
174	a	n	labial	n_labial	0.863538	0.136462
175	a	labial	coronal	labial_coronal	0.778560	0.221440
176	a	dorsal	labial	dorsal_labial	0.631740	0.368260
177	a	labial	coronal	labial_coronal	0.813725	0.186275
178	a	labial	labial	labial_labial	0.598986	0.401014
179	a	coronal	coronal	coronal_coronal	0.947958	0.052042
180	a	n	coronal	n_coronal	0.879466	0.120534
181	a	n	coronal	n_coronal	0.570669	0.429331
182	a	dorsal	coronal	dorsal_coronal	0.669352	0.330648
183	a	coronal	labial	coronal_labial	0.871320	0.128680
184	a	labial	coronal	labial_coronal	0.831734	0.168266
185	a	coronal	dorsal	coronal_dorsal	0.729157	0.270843
186	a	dorsal	labial	dorsal_labial	0.922642	0.077358
187	a	coronal	coronal	coronal_coronal	0.741843	0.258157
188	a	coronal	coronal	coronal_coronal	0.892719	0.107281
189	a	labial	coronal	labial_coronal	0.663289	0.336711
190	a	coronal	pause	coronal_pause	0.897750	0.102250
191	a	labial	coronal	labial_coronal	0.765474	0.234526
192	a	labial	dorsal	labial_dorsal	0.853601	0.146399
193	a	pause	labial	pause_labial	0.846189	0.153811
194	a	labial	m	labial_m	0.766318	0.233682
195	a	dorsal	pause	dorsal_pause	0.475912	0.524088
196	a	labial	coronal	labial_coronal	0.889774	0.110226
197	a	pause	labial	pause_labial	0.164486	0.835514
198	a	labial	pause	labial_pause	0.904421	0.095579
199	a	labial	dorsal	labial_dorsal	0.812862	0.187138
200	a	coronal	dorsal	coronal_dorsal	0.747147	0.252853
201	a	pause	pause	pause_pause	0.703732	0.296268
202	a	labial	labial	labial_labial	0.748588	0.251412
203	a	labial	dorsal	labial_dorsal	0.813005	0.186995
204	a	labial	n	labial_n	0.794170	0.205830
205	a	n	dorsal	n_dorsal	0.745166	0.254834
206	a	labial	labial	labial_labial	0.719794	0.280206
207	a	dorsal	coronal	dorsal_coronal	0.733479	0.266521
208	a	coronal	m	coronal_m	0.805388	0.194612
209	a	coronal	coronal	coronal_coronal	0.928367	0.071633
210	a	dorsal	pause	dorsal_pause	0.476227	0.523773
211	a	coronal	dorsal	coronal_dorsal	0.821406	0.178594
212	a	labial	dorsal	labial_dorsal	0.687798	0.312202
213	a	coronal	labial	coronal_labial	0.826241	0.173759
214	a	m	labial	m_labial	0.478067	0.521933
215	a	dorsal	coronal	dorsal_coronal	0.702810	0.297190
216	a	coronal	coronal	coronal_coronal	0.918398	0.081602
217	a	coronal	coronal	coronal_coronal	0.836156	0.163844
218	a	m	coronal	m_coronal	0.571226	0.428774
219	a	coronal	coronal	coronal_coronal	0.561572	0.438428
220	a	labial	dorsal	labial_dorsal	0.571969	0.428031
221	a	labial	pause	labial_pause	0.850997	0.149003
222	a	coronal	labial	coronal_labial	0.737823	0.262177
223	a	labial	coronal	labial_coronal	0.886910	0.113090
224	a	coronal	m	coronal_m	0.803758	0.196242
225	a	coronal	labial	coronal_labial	0.494577	0.505423
226	a	labial	pause	labial_pause	0.715144	0.284856
227	a	dorsal	coronal	dorsal_coronal	0.909071	0.090929
228	a	m	coronal	m_coronal	0.788363	0.211637
229	a	coronal	labial	coronal_labial	0.832748	0.167252
230	a	m	pause	m_pause	0.737067	0.262933
231	a	labial	m	labial_m	0.736044	0.263956
232	a	pause	n	pause_n	0.567013	0.432987
233	a	m	labial	m_labial	0.776044	0.223956
234	a	coronal	pause	coronal_pause	0.505939	0.494061
235	a	labial	dorsal	labial_dorsal	0.800836	0.199164
236	a	coronal	coronal	coronal_coronal	0.783902	0.216098
237	a	pause	coronal	pause_coronal	0.828934	0.171066
238	a	coronal	pause	coronal_pause	0.662529	0.337471
239	a	coronal	coronal	coronal_coronal	0.720192	0.279808
240	a	pause	coronal	pause_coronal	0.786703	0.213297
241	a	labial	dorsal	labial_dorsal	0.918284	0.081716
242	a	dorsal	pause	dorsal_pause	0.348954	0.651046
243	a	pause	labial	pause_labial	0.905452	0.094548
244	a	dorsal	pause	dorsal_pause	0.251596	0.748404
245	a	coronal	pause	coronal_pause	0.600443	0.399557
246	a	coronal	pause	coronal_pause	0.628260	0.371740
247	a	pause	n	pause_n	0.857720	0.142280
248	a	n	labial	n_labial	0.828951	0.171049
249	a	labial	pause	labial_pause	0.516787	0.483213
250	a	pause	dorsal	pause_dorsal	0.889966	0.110034
251	a	coronal	pause	coronal_pause	0.904145	0.095855
252	a	dorsal	coronal	dorsal_coronal	0.543560	0.456440
253	a	pause	n	pause_n	0.753437	0.246563
254	a	dorsal	pause	dorsal_pause	0.158441	0.841559
255	a	labial	m	labial_m	0.944269	0.055731
256	a	labial	labial	labial_labial	0.828113	0.171887
257	a	n	labial	n_labial	0.505998	0.494002
258	a	dorsal	coronal	dorsal_coronal	0.638461	0.361539
259	a	labial	m	labial_m	0.929433	0.070567
260	a	labial	dorsal	labial_dorsal	0.764391	0.235609
261	a	coronal	labial	coronal_labial	0.828117	0.171883
262	a	labial	pause	labial_pause	0.846780	0.153220
263	a	coronal	coronal	coronal_coronal	0.870297	0.129703
264	a	coronal	coronal	coronal_coronal	0.902096	0.097904
265	a	pause	labial	pause_labial	0.800611	0.199389
266	a	coronal	labial	coronal_labial	0.863804	0.136196
267	a	dorsal	coronal	dorsal_coronal	0.858638	0.141362
268	a	pause	dorsal	pause_dorsal	0.813187	0.186813
269	a	pause	dorsal	pause_dorsal	0.895807	0.104193
270	a	coronal	dorsal	coronal_dorsal	0.817299	0.182701
271	a	dorsal	pause	dorsal_pause	0.229212	0.770788
272	a	dorsal	coronal	dorsal_coronal	0.752272	0.247728
273	a	coronal	pause	coronal_pause	0.869325	0.130675
274	a	coronal	dorsal	coronal_dorsal	0.884509	0.115491
275	a	pause	m	pause_m	0.879426	0.120574
276	a	labial	coronal	labial_coronal	0.893977	0.106023
277	a	coronal	coronal	coronal_coronal	0.945401	0.054599
278	a	coronal	dorsal	coronal_dorsal	0.511797	0.488203
279	a	coronal	pause	coronal_pause	0.665707	0.334293
280	a	labial	dorsal	labial_dorsal	0.911949	0.088051
281	a	coronal	coronal	coronal_coronal	0.817560	0.182440
282	a	coronal	dorsal	coronal_dorsal	0.819234	0.180766
283	a	m	labial	m_labial	0.937801	0.062199
284	a	coronal	dorsal	coronal_dorsal	0.791646	0.208354
285	a	dorsal	pause	dorsal_pause	0.389115	0.610885
286	a	labial	dorsal	labial_dorsal	0.890199	0.109801
287	a	dorsal	dorsal	dorsal_dorsal	0.256332	0.743668
288	a	coronal	labial	coronal_labial	0.773919	0.226081
289	a	coronal	pause	coronal_pause	0.648660	0.351340
290	a	coronal	labial	coronal_labial	0.874460	0.125540
291	a	dorsal	labial	dorsal_labial	0.930098	0.069902
292	a	labial	coronal	labial_coronal	0.898883	0.101117
293	a	dorsal	coronal	dorsal_coronal	0.799081	0.200919
294	a	m	n	m_n	0.845981	0.154019
295	a	dorsal	pause	dorsal_pause	0.314519	0.685481
296	a	dorsal	coronal	dorsal_coronal	0.878940	0.121060
297	a	pause	coronal	pause_coronal	0.912371	0.087629
298	a	dorsal	m	dorsal_m	0.782901	0.217099
299	a	labial	dorsal	labial_dorsal	0.798359	0.201641
300	a	dorsal	m	dorsal_m	0.889578	0.110422
301	a	labial	n	labial_n	0.849051	0.150949
302	a	coronal	labial	coronal_labial	0.539775	0.460225
303	a	coronal	labial	coronal_labial	0.788689	0.211311
304	a	dorsal	coronal	dorsal_coronal	0.560495	0.439505
305	a	coronal	n	coronal_n	0.643339	0.356661
306	a	coronal	coronal	coronal_coronal	0.695103	0.304897
307	a	labial	dorsal	labial_dorsal	0.822682	0.177318
308	a	coronal	dorsal	coronal_dorsal	0.650097	0.349903
309	a	dorsal	labial	dorsal_labial	0.663793	0.336207
310	a	coronal	coronal	coronal_coronal	0.890836	0.109164
311	a	dorsal	coronal	dorsal_coronal	0.755271	0.244729
312	a	coronal	dorsal	coronal_dorsal	0.903018	0.096982
313	a	coronal	dorsal	coronal_dorsal	0.641603	0.358397
314	a	dorsal	pause	dorsal_pause	0.507023	0.492977
315	a	labial	coronal	labial_coronal	0.804469	0.195531
316	a	coronal	coronal	coronal_coronal	0.795831	0.204169
317	a	dorsal	coronal	dorsal_coronal	0.850092	0.149908
318	a	dorsal	coronal	dorsal_coronal	0.826425	0.173575
319	a	dorsal	pause	dorsal_pause	0.708841	0.291159
320	a	dorsal	coronal	dorsal_coronal	0.685483	0.314517
321	a	labial	dorsal	labial_dorsal	0.846066	0.153934
322	a	m	labial	m_labial	0.883906	0.116094
323	a	coronal	labial	coronal_labial	0.919044	0.080956
324	a	labial	n	labial_n	0.675904	0.324096
325	a	coronal	dorsal	coronal_dorsal	0.815261	0.184739
326	a	coronal	labial	coronal_labial	0.873922	0.126078
327	a	coronal	coronal	coronal_coronal	0.688977	0.311023
328	a	labial	m	labial_m	0.677622	0.322378
329	a	labial	coronal	labial_coronal	0.760738	0.239262
330	a	pause	labial	pause_labial	0.859237	0.140763
331	a	n	coronal	n_coronal	0.774494	0.225506
332	a	labial	labial	labial_labial	0.734263	0.265737
333	a	coronal	labial	coronal_labial	0.368858	0.631142
334	a	labial	dorsal	labial_dorsal	0.340818	0.659182
335	a	coronal	pause	coronal_pause	0.677781	0.322219
336	a	labial	labial	labial_labial	0.874993	0.125007
337	a	labial	labial	labial_labial	0.893379	0.106621
338	a	labial	m	labial_m	0.969727	0.030273
339	a	coronal	labial	coronal_labial	0.894401	0.105599
340	a	labial	labial	labial_labial	0.882067	0.117933
341	a	dorsal	coronal	dorsal_coronal	0.936807	0.063193
342	a	labial	coronal	labial_coronal	0.773574	0.226426
343	a	coronal	coronal	coronal_coronal	0.888799	0.111201
344	a	labial	labial	labial_labial	0.874464	0.125536
345	a	labial	labial	labial_labial	0.883800	0.116200
346	a	labial	coronal	labial_coronal	0.852751	0.147249
347	a	m	dorsal	m_dorsal	0.917655	0.082345
348	a	dorsal	pause	dorsal_pause	0.452099	0.547901
349	a	coronal	labial	coronal_labial	0.827135	0.172865
350	a	labial	dorsal	labial_dorsal	0.961281	0.038719
351	a	labial	labial	labial_labial	0.958570	0.041430
352	a	coronal	dorsal	coronal_dorsal	0.929022	0.070978
353	a	coronal	coronal	coronal_coronal	0.920234	0.079766
354	a	dorsal	labial	dorsal_labial	0.955734	0.044266
355	a	coronal	coronal	coronal_coronal	0.955994	0.044006
356	a	coronal	labial	coronal_labial	0.866592	0.133408
357	a	pause	coronal	pause_coronal	0.888451	0.111549
358	a	dorsal	n	dorsal_n	0.705998	0.294002
359	a	pause	coronal	pause_coronal	0.700954	0.299046
360	a	pause	coronal	pause_coronal	0.787148	0.212852
361	a	m	labial	m_labial	0.733319	0.266681
362	a	labial	coronal	labial_coronal	0.807043	0.192957
363	a	coronal	dorsal	coronal_dorsal	0.853353	0.146647
364	a	coronal	coronal	coronal_coronal	0.929584	0.070416
365	a	coronal	labial	coronal_labial	0.908798	0.091202
366	a	labial	dorsal	labial_dorsal	0.903270	0.096730
367	a	dorsal	dorsal	dorsal_dorsal	0.767499	0.232501
368	a	dorsal	labial	dorsal_labial	0.944811	0.055189
369	a	labial	pause	labial_pause	0.856617	0.143383
370	a	m	dorsal	m_dorsal	0.947985	0.052015
371	a	coronal	pause	coronal_pause	0.849209	0.150791
372	a	labial	coronal	labial_coronal	0.764276	0.235724
373	a	labial	coronal	labial_coronal	0.962496	0.037504
374	a	coronal	pause	coronal_pause	0.789625	0.210375
375	a	labial	coronal	labial_coronal	0.977000	0.023000
376	a	dorsal	coronal	dorsal_coronal	0.951045	0.048955
377	a	labial	coronal	labial_coronal	0.906311	0.093689
378	a	labial	dorsal	labial_dorsal	0.944049	0.055951
379	a	dorsal	coronal	dorsal_coronal	0.902228	0.097772
380	a	labial	coronal	labial_coronal	0.965579	0.034421
381	a	coronal	pause	coronal_pause	0.940135	0.059865
382	a	dorsal	pause	dorsal_pause	0.402111	0.597889
383	a	labial	coronal	labial_coronal	0.863608	0.136392
384	a	coronal	coronal	coronal_coronal	0.899124	0.100876
385	a	coronal	pause	coronal_pause	0.843938	0.156062
386	a	coronal	dorsal	coronal_dorsal	0.896492	0.103508
387	a	coronal	m	coronal_m	0.952033	0.047967
388	a	labial	m	labial_m	0.901936	0.098064
389	a	m	dorsal	m_dorsal	0.917225	0.082775
390	a	coronal	pause	coronal_pause	0.937498	0.062502
391	a	coronal	pause	coronal_pause	0.888707	0.111293
392	a	coronal	labial	coronal_labial	0.896255	0.103745
393	a	dorsal	coronal	dorsal_coronal	0.965349	0.034651
394	a	coronal	coronal	coronal_coronal	0.852547	0.147453
395	a	m	labial	m_labial	0.875569	0.124431
396	a	coronal	coronal	coronal_coronal	0.875106	0.124894
397	a	labial	coronal	labial_coronal	0.866403	0.133597
398	a	dorsal	pause	dorsal_pause	0.788839	0.211161
399	a	dorsal	pause	dorsal_pause	0.776540	0.223460
400	a	coronal	pause	coronal_pause	0.815720	0.184280
401	a	coronal	dorsal	coronal_dorsal	0.933028	0.066972
402	a	coronal	pause	coronal_pause	0.720913	0.279087
403	a	dorsal	pause	dorsal_pause	0.918291	0.081709
404	a	labial	dorsal	labial_dorsal	0.885959	0.114041
405	a	dorsal	pause	dorsal_pause	0.761564	0.238435
406	a	pause	coronal	pause_coronal	0.761953	0.238047
407	a	pause	coronal	pause_coronal	0.825826	0.174174
408	a	labial	dorsal	labial_dorsal	0.866876	0.133124
409	a	coronal	coronal	coronal_coronal	0.779783	0.220217
410	a	coronal	pause	coronal_pause	0.882370	0.117630
411	a	dorsal	coronal	dorsal_coronal	0.814898	0.185102
412	a	dorsal	dorsal	dorsal_dorsal	0.966455	0.033545
413	a	labial	coronal	labial_coronal	0.801647	0.198353
414	a	coronal	labial	coronal_labial	0.897035	0.102965
415	a	coronal	labial	coronal_labial	0.861009	0.138991
416	a	m	dorsal	m_dorsal	0.899492	0.100508
417	a	pause	n	pause_n	0.892316	0.107684
418	a	dorsal	coronal	dorsal_coronal	0.841003	0.158997
419	a	labial	m	labial_m	0.781825	0.218175
420	a	coronal	dorsal	coronal_dorsal	0.876510	0.123490
421	a	labial	coronal	labial_coronal	0.889684	0.110316
422	a	coronal	labial	coronal_labial	0.865311	0.134689
423	a	dorsal	coronal	dorsal_coronal	0.912731	0.087269
424	a	dorsal	coronal	dorsal_coronal	0.847350	0.152650
425	a	dorsal	coronal	dorsal_coronal	0.925993	0.074007
426	a	coronal	pause	coronal_pause	0.742800	0.257200
427	a	coronal	pause	coronal_pause	0.875522	0.124478
428	a	pause	pause	pause_pause	0.945838	0.054162
429	a	dorsal	labial	dorsal_labial	0.755619	0.244381
430	a	coronal	dorsal	coronal_dorsal	0.932295	0.067705
431	a	coronal	pause	coronal_pause	0.775416	0.224584
432	a	dorsal	labial	dorsal_labial	0.884940	0.115060
433	a	dorsal	dorsal	dorsal_dorsal	0.898104	0.101896
434	a	n	coronal	n_coronal	0.872108	0.127892
435	a	n	pause	n_pause	0.917451	0.082549
436	a	pause	labial	pause_labial	0.375366	0.624634
437	a	labial	m	labial_m	0.843789	0.156211
438	a	labial	m	labial_m	0.868004	0.131996
439	a	pause	labial	pause_labial	0.845913	0.154087
440	a	coronal	coronal	coronal_coronal	0.922833	0.077167
441	a	n	coronal	n_coronal	0.864006	0.135994
442	a	dorsal	labial	dorsal_labial	0.731205	0.268796
443	a	labial	m	labial_m	0.893891	0.106109
444	a	labial	m	labial_m	0.774243	0.225757
445	a	coronal	dorsal	coronal_dorsal	0.869526	0.130474
446	a	dorsal	pause	dorsal_pause	0.529732	0.470268
447	a	labial	dorsal	labial_dorsal	0.837290	0.162710
448	a	pause	coronal	pause_coronal	0.920897	0.079103
449	a	n	coronal	n_coronal	0.849762	0.150237
450	a	n	coronal	n_coronal	0.955091	0.044909
451	a	coronal	coronal	coronal_coronal	0.851036	0.148964
452	a	coronal	coronal	coronal_coronal	0.849072	0.150928
453	a	labial	m	labial_m	0.866261	0.133739
454	a	coronal	coronal	coronal_coronal	0.901447	0.098553
455	a	coronal	coronal	coronal_coronal	0.919383	0.080617
456	a	m	coronal	m_coronal	0.898356	0.101644
457	a	coronal	coronal	coronal_coronal	0.771645	0.228355
458	a	labial	coronal	labial_coronal	0.929261	0.070739
459	a	labial	dorsal	labial_dorsal	0.742904	0.257096
460	a	coronal	coronal	coronal_coronal	0.918112	0.081887
461	a	dorsal	n	dorsal_n	0.779488	0.220512
462	a	coronal	coronal	coronal_coronal	0.795875	0.204125
463	a	dorsal	dorsal	dorsal_dorsal	0.840266	0.159734
464	a	coronal	coronal	coronal_coronal	0.942172	0.057828
465	a	labial	dorsal	labial_dorsal	0.783344	0.216656
466	a	dorsal	pause	dorsal_pause	0.716771	0.283229
467	a	labial	coronal	labial_coronal	0.883769	0.116231
468	a	n	pause	n_pause	0.819067	0.180933
469	a	labial	dorsal	labial_dorsal	0.865820	0.134180
470	a	labial	coronal	labial_coronal	0.955598	0.044402
471	a	dorsal	dorsal	dorsal_dorsal	0.925451	0.074549
472	a	coronal	dorsal	coronal_dorsal	0.518615	0.481385
473	a	dorsal	dorsal	dorsal_dorsal	0.909504	0.090496
474	a	coronal	coronal	coronal_coronal	0.840529	0.159471
475	a	labial	pause	labial_pause	0.216880	0.783120
476	a	labial	coronal	labial_coronal	0.913012	0.086988
477	a	pause	pause	pause_pause	0.793702	0.206298
478	a	m	coronal	m_coronal	0.891855	0.108145
479	a	labial	m	labial_m	0.937670	0.062330
480	a	dorsal	pause	dorsal_pause	0.851782	0.148218
481	a	pause	dorsal	pause_dorsal	0.845627	0.154373
482	a	coronal	dorsal	coronal_dorsal	0.878615	0.121385
483	a	dorsal	pause	dorsal_pause	0.672632	0.327368
484	a	dorsal	pause	dorsal_pause	0.761325	0.238675
