	son	contexte_gauche	contexte_droit	contextes	proba_oral	proba_nasal
127	a	labial	dorsal	labial_dorsal	0.998132	0.001868
128	a	labial	coronal	labial_coronal	0.999598	0.000402
129	a	coronal	pause	coronal_pause	0.999999	0.000001
130	a	dorsal	coronal	dorsal_coronal	0.999515	0.000485
131	a	labial	m	labial_m	0.837219	0.162781
132	a	labial	coronal	labial_coronal	0.997952	0.002048
133	a	labial	coronal	labial_coronal	1.000000	0.000000
134	a	labial	dorsal	labial_dorsal	0.999992	0.000008
135	a	coronal	pause	coronal_pause	0.933285	0.066715
136	a	labial	labial	labial_labial	0.669452	0.330548
137	a	coronal	pause	coronal_pause	0.999833	0.000167
138	a	coronal	coronal	coronal_coronal	0.998862	0.001138
139	a	coronal	coronal	coronal_coronal	0.995704	0.004296
140	a	dorsal	labial	dorsal_labial	0.998197	0.001803
141	a	coronal	coronal	coronal_coronal	1.000000	0.000000
142	a	coronal	coronal	coronal_coronal	1.000000	0.000000
143	a	coronal	coronal	coronal_coronal	1.000000	0.000000
144	a	labial	coronal	labial_coronal	0.999920	0.000080
145	a	labial	coronal	labial_coronal	0.999994	0.000006
146	a	coronal	dorsal	coronal_dorsal	1.000000	0.000000
147	a	coronal	coronal	coronal_coronal	0.999849	0.000151
148	a	m	dorsal	m_dorsal	0.962395	0.037605
149	a	coronal	labial	coronal_labial	0.999993	0.000007
150	a	labial	coronal	labial_coronal	0.999456	0.000544
151	a	dorsal	pause	dorsal_pause	0.534022	0.465978
152	a	dorsal	labial	dorsal_labial	0.998585	0.001416
153	a	coronal	coronal	coronal_coronal	0.999996	0.000004
154	a	labial	coronal	labial_coronal	1.000000	0.000000
155	a	labial	coronal	labial_coronal	1.000000	0.000000
156	a	coronal	dorsal	coronal_dorsal	0.997205	0.002795
157	a	labial	labial	labial_labial	1.000000	0.000000
158	a	dorsal	coronal	dorsal_coronal	0.001461	0.998539
159	a	labial	dorsal	labial_dorsal	0.999998	0.000002
160	a	labial	coronal	labial_coronal	0.999355	0.000645
161	a	dorsal	pause	dorsal_pause	1.000000	0.000000
162	a	coronal	pause	coronal_pause	0.999398	0.000602
163	a	coronal	coronal	coronal_coronal	1.000000	0.000000
164	a	dorsal	coronal	dorsal_coronal	0.996307	0.003693
165	a	coronal	dorsal	coronal_dorsal	0.999991	0.000009
166	a	pause	coronal	pause_coronal	1.000000	0.000000
167	a	coronal	pause	coronal_pause	0.968509	0.031491
168	a	coronal	pause	coronal_pause	0.999995	0.000005
169	a	m	coronal	m_coronal	0.999995	0.000005
170	a	dorsal	coronal	dorsal_coronal	0.999838	0.000162
171	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
172	a	coronal	pause	coronal_pause	1.000000	0.000000
173	a	labial	dorsal	labial_dorsal	0.999997	0.000003
174	a	n	labial	n_labial	0.999652	0.000348
175	a	labial	coronal	labial_coronal	0.999054	0.000946
176	a	dorsal	labial	dorsal_labial	0.999907	0.000093
177	a	labial	coronal	labial_coronal	0.999794	0.000206
178	a	labial	labial	labial_labial	0.999885	0.000115
179	a	coronal	coronal	coronal_coronal	0.999990	0.000010
180	a	n	coronal	n_coronal	0.999999	0.000001
181	a	n	coronal	n_coronal	0.997290	0.002710
182	a	dorsal	coronal	dorsal_coronal	0.137091	0.862909
183	a	coronal	labial	coronal_labial	1.000000	0.000000
184	a	labial	coronal	labial_coronal	1.000000	0.000000
185	a	coronal	dorsal	coronal_dorsal	0.999277	0.000723
186	a	dorsal	labial	dorsal_labial	1.000000	0.000000
187	a	coronal	coronal	coronal_coronal	0.999987	0.000013
188	a	coronal	coronal	coronal_coronal	1.000000	0.000000
189	a	labial	coronal	labial_coronal	1.000000	0.000000
190	a	coronal	pause	coronal_pause	0.999983	0.000017
191	a	labial	coronal	labial_coronal	0.912190	0.087809
192	a	labial	dorsal	labial_dorsal	0.999980	0.000020
193	a	pause	labial	pause_labial	0.999970	0.000030
194	a	labial	m	labial_m	0.999996	0.000004
195	a	dorsal	pause	dorsal_pause	0.999984	0.000016
196	a	labial	coronal	labial_coronal	1.000000	0.000000
197	a	pause	labial	pause_labial	0.995226	0.004774
198	a	labial	pause	labial_pause	1.000000	0.000000
199	a	labial	dorsal	labial_dorsal	0.999100	0.000900
200	a	coronal	dorsal	coronal_dorsal	0.999994	0.000006
201	a	pause	pause	pause_pause	0.987997	0.012003
202	a	labial	labial	labial_labial	0.999671	0.000329
203	a	labial	dorsal	labial_dorsal	0.999990	0.000010
204	a	labial	n	labial_n	1.000000	0.000000
205	a	n	dorsal	n_dorsal	0.999954	0.000046
206	a	labial	labial	labial_labial	0.999084	0.000916
207	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
208	a	coronal	m	coronal_m	0.999999	0.000001
209	a	coronal	coronal	coronal_coronal	1.000000	0.000000
210	a	dorsal	pause	dorsal_pause	0.001427	0.998573
211	a	coronal	dorsal	coronal_dorsal	0.999992	0.000008
212	a	labial	dorsal	labial_dorsal	0.999999	0.000001
213	a	coronal	labial	coronal_labial	1.000000	0.000000
214	a	m	labial	m_labial	0.789250	0.210750
215	a	dorsal	coronal	dorsal_coronal	0.985081	0.014919
216	a	coronal	coronal	coronal_coronal	1.000000	0.000000
217	a	coronal	coronal	coronal_coronal	0.999513	0.000487
218	a	m	coronal	m_coronal	0.998303	0.001697
219	a	coronal	coronal	coronal_coronal	0.998969	0.001031
220	a	labial	dorsal	labial_dorsal	0.999999	0.000001
221	a	labial	pause	labial_pause	0.999999	0.000001
222	a	coronal	labial	coronal_labial	0.999787	0.000213
223	a	labial	coronal	labial_coronal	1.000000	0.000000
224	a	coronal	m	coronal_m	0.967158	0.032842
225	a	coronal	labial	coronal_labial	0.999638	0.000362
226	a	labial	pause	labial_pause	0.999999	0.000001
227	a	dorsal	coronal	dorsal_coronal	0.999999	0.000001
228	a	m	coronal	m_coronal	1.000000	0.000000
229	a	coronal	labial	coronal_labial	0.999964	0.000036
230	a	m	pause	m_pause	0.999922	0.000078
231	a	labial	m	labial_m	0.999981	0.000019
232	a	pause	n	pause_n	0.999999	0.000001
233	a	m	labial	m_labial	0.999996	0.000004
234	a	coronal	pause	coronal_pause	0.973008	0.026992
235	a	labial	dorsal	labial_dorsal	1.000000	0.000000
236	a	coronal	coronal	coronal_coronal	0.999817	0.000183
237	a	pause	coronal	pause_coronal	0.997762	0.002238
238	a	coronal	pause	coronal_pause	0.998260	0.001740
239	a	coronal	coronal	coronal_coronal	0.999997	0.000003
240	a	pause	coronal	pause_coronal	0.999787	0.000213
241	a	labial	dorsal	labial_dorsal	1.000000	0.000000
242	a	dorsal	pause	dorsal_pause	0.970009	0.029991
243	a	pause	labial	pause_labial	0.999996	0.000004
244	a	dorsal	pause	dorsal_pause	0.990947	0.009053
245	a	coronal	pause	coronal_pause	1.000000	0.000000
246	a	coronal	pause	coronal_pause	0.999977	0.000024
247	a	pause	n	pause_n	1.000000	0.000000
248	a	n	labial	n_labial	1.000000	0.000000
249	a	labial	pause	labial_pause	0.999932	0.000068
250	a	pause	dorsal	pause_dorsal	0.999998	0.000002
251	a	coronal	pause	coronal_pause	0.999997	0.000003
252	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
253	a	pause	n	pause_n	0.999783	0.000217
254	a	dorsal	pause	dorsal_pause	0.988859	0.011141
255	a	labial	m	labial_m	1.000000	0.000000
256	a	labial	labial	labial_labial	1.000000	0.000000
257	a	n	labial	n_labial	1.000000	0.000000
258	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
259	a	labial	m	labial_m	0.999959	0.000041
260	a	labial	dorsal	labial_dorsal	0.999999	0.000001
261	a	coronal	labial	coronal_labial	1.000000	0.000000
262	a	labial	pause	labial_pause	1.000000	0.000000
263	a	coronal	coronal	coronal_coronal	0.999999	0.000001
264	a	coronal	coronal	coronal_coronal	0.999908	0.000092
265	a	pause	labial	pause_labial	1.000000	0.000000
266	a	coronal	labial	coronal_labial	0.999981	0.000019
267	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
268	a	pause	dorsal	pause_dorsal	1.000000	0.000000
269	a	pause	dorsal	pause_dorsal	1.000000	0.000000
270	a	coronal	dorsal	coronal_dorsal	0.950233	0.049767
271	a	dorsal	pause	dorsal_pause	0.998361	0.001639
272	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
273	a	coronal	pause	coronal_pause	0.998953	0.001047
274	a	coronal	dorsal	coronal_dorsal	0.999720	0.000280
275	a	pause	m	pause_m	0.999999	0.000001
276	a	labial	coronal	labial_coronal	0.993883	0.006117
277	a	coronal	coronal	coronal_coronal	1.000000	0.000000
278	a	coronal	dorsal	coronal_dorsal	0.999997	0.000003
279	a	coronal	pause	coronal_pause	0.995867	0.004134
280	a	labial	dorsal	labial_dorsal	0.999998	0.000001
281	a	coronal	coronal	coronal_coronal	0.999997	0.000002
282	a	coronal	dorsal	coronal_dorsal	0.000527	0.999473
283	a	m	labial	m_labial	1.000000	0.000000
284	a	coronal	dorsal	coronal_dorsal	0.999997	0.000003
285	a	dorsal	pause	dorsal_pause	1.000000	0.000000
286	a	labial	dorsal	labial_dorsal	1.000000	0.000000
287	a	dorsal	dorsal	dorsal_dorsal	0.998838	0.001162
288	a	coronal	labial	coronal_labial	0.999999	0.000001
289	a	coronal	pause	coronal_pause	1.000000	0.000000
290	a	coronal	labial	coronal_labial	0.999891	0.000109
291	a	dorsal	labial	dorsal_labial	1.000000	0.000000
292	a	labial	coronal	labial_coronal	0.999906	0.000094
293	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
294	a	m	n	m_n	0.999936	0.000064
295	a	dorsal	pause	dorsal_pause	0.999768	0.000232
296	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
297	a	pause	coronal	pause_coronal	0.999999	0.000001
298	a	dorsal	m	dorsal_m	0.976584	0.023416
299	a	labial	dorsal	labial_dorsal	0.972924	0.027076
300	a	dorsal	m	dorsal_m	0.610409	0.389591
301	a	labial	n	labial_n	0.999996	0.000004
302	a	coronal	labial	coronal_labial	0.919910	0.080090
303	a	coronal	labial	coronal_labial	0.977205	0.022795
304	a	dorsal	coronal	dorsal_coronal	0.997862	0.002138
305	a	coronal	n	coronal_n	0.999996	0.000004
306	a	coronal	coronal	coronal_coronal	0.902544	0.097456
307	a	labial	dorsal	labial_dorsal	0.999999	0.000001
308	a	coronal	dorsal	coronal_dorsal	0.809517	0.190483
309	a	dorsal	labial	dorsal_labial	0.997488	0.002512
310	a	coronal	coronal	coronal_coronal	0.999998	0.000002
311	a	dorsal	coronal	dorsal_coronal	0.999789	0.000211
312	a	coronal	dorsal	coronal_dorsal	1.000000	0.000000
313	a	coronal	dorsal	coronal_dorsal	0.994907	0.005093
314	a	dorsal	pause	dorsal_pause	0.000717	0.999283
315	a	labial	coronal	labial_coronal	0.513589	0.486411
316	a	coronal	coronal	coronal_coronal	0.999621	0.000379
317	a	dorsal	coronal	dorsal_coronal	0.999962	0.000038
318	a	dorsal	coronal	dorsal_coronal	0.999923	0.000076
319	a	dorsal	pause	dorsal_pause	0.999991	0.000009
320	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
321	a	labial	dorsal	labial_dorsal	0.998122	0.001878
322	a	m	labial	m_labial	0.999956	0.000044
323	a	coronal	labial	coronal_labial	1.000000	0.000000
324	a	labial	n	labial_n	0.999921	0.000079
325	a	coronal	dorsal	coronal_dorsal	0.999951	0.000049
326	a	coronal	labial	coronal_labial	1.000000	0.000000
327	a	coronal	coronal	coronal_coronal	0.984981	0.015019
328	a	labial	m	labial_m	0.822451	0.177549
329	a	labial	coronal	labial_coronal	0.992941	0.007059
330	a	pause	labial	pause_labial	0.999456	0.000544
331	a	n	coronal	n_coronal	1.000000	0.000000
332	a	labial	labial	labial_labial	0.999500	0.000500
333	a	coronal	labial	coronal_labial	0.754503	0.245497
334	a	labial	dorsal	labial_dorsal	0.265863	0.734137
335	a	coronal	pause	coronal_pause	0.587751	0.412249
336	a	labial	labial	labial_labial	0.999988	0.000012
337	a	labial	labial	labial_labial	1.000000	0.000000
338	a	labial	m	labial_m	1.000000	0.000000
339	a	coronal	labial	coronal_labial	0.999992	0.000008
340	a	labial	labial	labial_labial	0.999999	0.000001
341	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
342	a	labial	coronal	labial_coronal	0.999991	0.000009
343	a	coronal	coronal	coronal_coronal	0.999994	0.000006
344	a	labial	labial	labial_labial	0.999999	0.000001
345	a	labial	labial	labial_labial	1.000000	0.000000
346	a	labial	coronal	labial_coronal	0.999997	0.000003
347	a	m	dorsal	m_dorsal	0.999941	0.000059
348	a	dorsal	pause	dorsal_pause	0.999998	0.000002
349	a	coronal	labial	coronal_labial	0.999995	0.000005
350	a	labial	dorsal	labial_dorsal	0.999990	0.000010
351	a	labial	labial	labial_labial	0.999956	0.000043
352	a	coronal	dorsal	coronal_dorsal	1.000000	0.000000
353	a	coronal	coronal	coronal_coronal	0.999998	0.000002
354	a	dorsal	labial	dorsal_labial	0.999996	0.000004
355	a	coronal	coronal	coronal_coronal	1.000000	0.000000
356	a	coronal	labial	coronal_labial	1.000000	0.000000
357	a	pause	coronal	pause_coronal	1.000000	0.000000
358	a	dorsal	n	dorsal_n	0.733705	0.266295
359	a	pause	coronal	pause_coronal	0.997438	0.002562
360	a	pause	coronal	pause_coronal	0.997943	0.002057
361	a	m	labial	m_labial	0.999941	0.000060
362	a	labial	coronal	labial_coronal	0.999750	0.000250
363	a	coronal	dorsal	coronal_dorsal	0.999957	0.000043
364	a	coronal	coronal	coronal_coronal	0.999984	0.000016
365	a	coronal	labial	coronal_labial	0.999999	0.000001
366	a	labial	dorsal	labial_dorsal	0.998609	0.001391
367	a	dorsal	dorsal	dorsal_dorsal	0.998891	0.001109
368	a	dorsal	labial	dorsal_labial	0.999998	0.000002
369	a	labial	pause	labial_pause	1.000000	0.000000
370	a	m	dorsal	m_dorsal	0.999967	0.000033
371	a	coronal	pause	coronal_pause	0.252570	0.747430
372	a	labial	coronal	labial_coronal	1.000000	0.000000
373	a	labial	coronal	labial_coronal	1.000000	0.000000
374	a	coronal	pause	coronal_pause	0.999840	0.000160
375	a	labial	coronal	labial_coronal	1.000000	0.000000
376	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
377	a	labial	coronal	labial_coronal	0.999658	0.000342
378	a	labial	dorsal	labial_dorsal	0.999999	0.000001
379	a	dorsal	coronal	dorsal_coronal	0.999999	0.000001
380	a	labial	coronal	labial_coronal	1.000000	0.000000
381	a	coronal	pause	coronal_pause	1.000000	0.000000
382	a	dorsal	pause	dorsal_pause	0.781965	0.218035
383	a	labial	coronal	labial_coronal	0.999990	0.000010
384	a	coronal	coronal	coronal_coronal	0.998920	0.001080
385	a	coronal	pause	coronal_pause	0.996799	0.003200
386	a	coronal	dorsal	coronal_dorsal	0.999992	0.000008
387	a	coronal	m	coronal_m	1.000000	0.000000
388	a	labial	m	labial_m	0.999999	0.000001
389	a	m	dorsal	m_dorsal	0.999964	0.000036
390	a	coronal	pause	coronal_pause	1.000000	0.000000
391	a	coronal	pause	coronal_pause	0.999999	0.000001
392	a	coronal	labial	coronal_labial	0.999978	0.000022
393	a	dorsal	coronal	dorsal_coronal	0.994370	0.005630
394	a	coronal	coronal	coronal_coronal	0.999699	0.000301
395	a	m	labial	m_labial	0.999998	0.000002
396	a	coronal	coronal	coronal_coronal	0.999950	0.000050
397	a	labial	coronal	labial_coronal	0.997595	0.002405
398	a	dorsal	pause	dorsal_pause	0.999994	0.000006
399	a	dorsal	pause	dorsal_pause	0.894852	0.105148
400	a	coronal	pause	coronal_pause	0.995471	0.004529
401	a	coronal	dorsal	coronal_dorsal	1.000000	0.000000
402	a	coronal	pause	coronal_pause	0.999997	0.000003
403	a	dorsal	pause	dorsal_pause	0.999999	0.000001
404	a	labial	dorsal	labial_dorsal	0.999993	0.000007
405	a	dorsal	pause	dorsal_pause	0.998325	0.001675
406	a	pause	coronal	pause_coronal	0.999307	0.000693
407	a	pause	coronal	pause_coronal	1.000000	0.000000
408	a	labial	dorsal	labial_dorsal	0.999998	0.000002
409	a	coronal	coronal	coronal_coronal	0.999293	0.000707
410	a	coronal	pause	coronal_pause	0.996231	0.003769
411	a	dorsal	coronal	dorsal_coronal	0.999979	0.000021
412	a	dorsal	dorsal	dorsal_dorsal	1.000000	0.000000
413	a	labial	coronal	labial_coronal	0.999999	0.000001
414	a	coronal	labial	coronal_labial	0.998282	0.001718
415	a	coronal	labial	coronal_labial	1.000000	0.000000
416	a	m	dorsal	m_dorsal	0.999993	0.000007
417	a	pause	n	pause_n	0.079710	0.920290
418	a	dorsal	coronal	dorsal_coronal	0.996580	0.003420
419	a	labial	m	labial_m	1.000000	0.000000
420	a	coronal	dorsal	coronal_dorsal	0.999987	0.000013
421	a	labial	coronal	labial_coronal	1.000000	0.000000
422	a	coronal	labial	coronal_labial	0.999999	0.000001
423	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
424	a	dorsal	coronal	dorsal_coronal	0.999998	0.000002
425	a	dorsal	coronal	dorsal_coronal	0.999990	0.000010
426	a	coronal	pause	coronal_pause	0.999993	0.000007
427	a	coronal	pause	coronal_pause	0.999892	0.000108
428	a	pause	pause	pause_pause	0.999999	0.000001
429	a	dorsal	labial	dorsal_labial	1.000000	0.000001
430	a	coronal	dorsal	coronal_dorsal	0.999999	0.000001
431	a	coronal	pause	coronal_pause	0.999998	0.000002
432	a	dorsal	labial	dorsal_labial	0.998361	0.001639
433	a	dorsal	dorsal	dorsal_dorsal	1.000000	0.000000
434	a	n	coronal	n_coronal	0.998046	0.001954
435	a	n	pause	n_pause	1.000000	0.000000
436	a	pause	labial	pause_labial	0.999929	0.000071
437	a	labial	m	labial_m	0.999317	0.000683
438	a	labial	m	labial_m	0.999910	0.000090
439	a	pause	labial	pause_labial	0.999829	0.000171
440	a	coronal	coronal	coronal_coronal	0.999990	0.000010
441	a	n	coronal	n_coronal	0.999983	0.000017
442	a	dorsal	labial	dorsal_labial	0.999999	0.000001
443	a	labial	m	labial_m	0.999999	0.000001
444	a	labial	m	labial_m	1.000000	0.000000
445	a	coronal	dorsal	coronal_dorsal	0.999990	0.000010
446	a	dorsal	pause	dorsal_pause	0.943522	0.056478
447	a	labial	dorsal	labial_dorsal	0.889243	0.110757
448	a	pause	coronal	pause_coronal	1.000000	0.000000
449	a	n	coronal	n_coronal	0.999997	0.000003
450	a	n	coronal	n_coronal	1.000000	0.000000
451	a	coronal	coronal	coronal_coronal	1.000000	0.000000
452	a	coronal	coronal	coronal_coronal	0.998397	0.001603
453	a	labial	m	labial_m	0.999897	0.000103
454	a	coronal	coronal	coronal_coronal	1.000000	0.000000
455	a	coronal	coronal	coronal_coronal	1.000000	0.000000
456	a	m	coronal	m_coronal	1.000000	0.000000
457	a	coronal	coronal	coronal_coronal	0.999876	0.000124
458	a	labial	coronal	labial_coronal	1.000000	0.000000
459	a	labial	dorsal	labial_dorsal	0.663536	0.336464
460	a	coronal	coronal	coronal_coronal	0.999985	0.000015
461	a	dorsal	n	dorsal_n	0.999843	0.000156
462	a	coronal	coronal	coronal_coronal	0.999440	0.000560
463	a	dorsal	dorsal	dorsal_dorsal	1.000000	0.000000
464	a	coronal	coronal	coronal_coronal	1.000000	0.000000
465	a	labial	dorsal	labial_dorsal	0.062071	0.937929
466	a	dorsal	pause	dorsal_pause	1.000000	0.000000
467	a	labial	coronal	labial_coronal	1.000000	0.000000
468	a	n	pause	n_pause	0.999875	0.000125
469	a	labial	dorsal	labial_dorsal	0.999995	0.000005
470	a	labial	coronal	labial_coronal	1.000000	0.000000
471	a	dorsal	dorsal	dorsal_dorsal	0.983095	0.016905
472	a	coronal	dorsal	coronal_dorsal	0.877595	0.122405
473	a	dorsal	dorsal	dorsal_dorsal	0.999981	0.000019
474	a	coronal	coronal	coronal_coronal	1.000000	0.000000
475	a	labial	pause	labial_pause	0.032972	0.967028
476	a	labial	coronal	labial_coronal	0.986156	0.013844
477	a	pause	pause	pause_pause	1.000000	0.000000
478	a	m	coronal	m_coronal	0.966793	0.033207
479	a	labial	m	labial_m	0.999977	0.000023
480	a	dorsal	pause	dorsal_pause	1.000000	0.000000
481	a	pause	dorsal	pause_dorsal	1.000000	0.000000
482	a	coronal	dorsal	coronal_dorsal	1.000000	0.000000
483	a	dorsal	pause	dorsal_pause	0.627778	0.372222
484	a	dorsal	pause	dorsal_pause	0.245725	0.754275
