	son	contexte_gauche	contexte_droit	contextes	proba_oral	proba_nasal
236	a	coronal	coronal	coronal_coronal	0.752960	0.247040
237	a	pause	coronal	pause_coronal	0.872459	0.127541
238	a	coronal	pause	coronal_pause	0.638124	0.361876
239	a	coronal	coronal	coronal_coronal	0.680821	0.319178
240	a	pause	coronal	pause_coronal	0.775071	0.224929
241	a	labial	dorsal	labial_dorsal	0.924047	0.075953
242	a	dorsal	pause	dorsal_pause	0.379168	0.620832
243	a	pause	labial	pause_labial	0.826291	0.173709
244	a	dorsal	pause	dorsal_pause	0.319125	0.680875
245	a	coronal	pause	coronal_pause	0.689198	0.310802
246	a	coronal	pause	coronal_pause	0.610858	0.389142
247	a	pause	n	pause_n	0.861865	0.138135
248	a	n	labial	n_labial	0.823885	0.176115
249	a	labial	pause	labial_pause	0.557946	0.442054
250	a	pause	dorsal	pause_dorsal	0.918168	0.081832
251	a	coronal	pause	coronal_pause	0.897643	0.102357
252	a	dorsal	coronal	dorsal_coronal	0.534769	0.465231
253	a	pause	n	pause_n	0.760518	0.239482
254	a	dorsal	pause	dorsal_pause	0.146627	0.853373
255	a	labial	m	labial_m	0.959785	0.040216
256	a	labial	labial	labial_labial	0.840918	0.159082
257	a	n	labial	n_labial	0.390493	0.609507
258	a	dorsal	coronal	dorsal_coronal	0.644358	0.355642
259	a	labial	m	labial_m	0.945373	0.054627
260	a	labial	dorsal	labial_dorsal	0.769977	0.230023
261	a	coronal	labial	coronal_labial	0.836993	0.163007
262	a	labial	pause	labial_pause	0.862682	0.137318
263	a	coronal	coronal	coronal_coronal	0.907036	0.092964
264	a	coronal	coronal	coronal_coronal	0.913582	0.086418
265	a	pause	labial	pause_labial	0.846834	0.153166
266	a	coronal	labial	coronal_labial	0.804361	0.195639
267	a	dorsal	coronal	dorsal_coronal	0.824038	0.175962
268	a	pause	dorsal	pause_dorsal	0.722944	0.277056
269	a	pause	dorsal	pause_dorsal	0.873390	0.126610
270	a	coronal	dorsal	coronal_dorsal	0.807185	0.192815
271	a	dorsal	pause	dorsal_pause	0.214474	0.785526
272	a	dorsal	coronal	dorsal_coronal	0.762403	0.237597
273	a	coronal	pause	coronal_pause	0.821371	0.178629
274	a	coronal	dorsal	coronal_dorsal	0.862972	0.137028
275	a	pause	m	pause_m	0.887474	0.112526
276	a	labial	coronal	labial_coronal	0.873538	0.126462
277	a	coronal	coronal	coronal_coronal	0.972723	0.027277
278	a	coronal	dorsal	coronal_dorsal	0.536339	0.463661
279	a	coronal	pause	coronal_pause	0.575480	0.424520
280	a	labial	dorsal	labial_dorsal	0.948138	0.051863
281	a	coronal	coronal	coronal_coronal	0.789132	0.210868
282	a	coronal	dorsal	coronal_dorsal	0.765527	0.234473
283	a	m	labial	m_labial	0.950141	0.049859
284	a	coronal	dorsal	coronal_dorsal	0.792932	0.207068
285	a	dorsal	pause	dorsal_pause	0.211653	0.788347
286	a	labial	dorsal	labial_dorsal	0.926816	0.073184
287	a	dorsal	dorsal	dorsal_dorsal	0.195403	0.804597
288	a	coronal	labial	coronal_labial	0.768032	0.231968
289	a	coronal	pause	coronal_pause	0.669674	0.330327
290	a	coronal	labial	coronal_labial	0.903656	0.096344
291	a	dorsal	labial	dorsal_labial	0.933060	0.066940
292	a	labial	coronal	labial_coronal	0.895379	0.104621
293	a	dorsal	coronal	dorsal_coronal	0.832948	0.167052
294	a	m	n	m_n	0.892186	0.107814
295	a	dorsal	pause	dorsal_pause	0.280352	0.719648
296	a	dorsal	coronal	dorsal_coronal	0.859195	0.140805
297	a	pause	coronal	pause_coronal	0.941832	0.058168
298	a	dorsal	m	dorsal_m	0.804611	0.195389
299	a	labial	dorsal	labial_dorsal	0.775070	0.224930
300	a	dorsal	m	dorsal_m	0.891671	0.108329
301	a	labial	n	labial_n	0.817556	0.182444
302	a	coronal	labial	coronal_labial	0.515967	0.484033
303	a	coronal	labial	coronal_labial	0.807710	0.192290
304	a	dorsal	coronal	dorsal_coronal	0.543644	0.456356
305	a	coronal	n	coronal_n	0.585302	0.414698
306	a	coronal	coronal	coronal_coronal	0.717587	0.282413
307	a	labial	dorsal	labial_dorsal	0.861495	0.138505
308	a	coronal	dorsal	coronal_dorsal	0.673028	0.326972
309	a	dorsal	labial	dorsal_labial	0.728502	0.271498
310	a	coronal	coronal	coronal_coronal	0.825303	0.174697
311	a	dorsal	coronal	dorsal_coronal	0.746591	0.253409
312	a	coronal	dorsal	coronal_dorsal	0.938870	0.061130
313	a	coronal	dorsal	coronal_dorsal	0.600272	0.399728
314	a	dorsal	pause	dorsal_pause	0.492967	0.507033
315	a	labial	coronal	labial_coronal	0.804717	0.195283
316	a	coronal	coronal	coronal_coronal	0.853020	0.146980
317	a	dorsal	coronal	dorsal_coronal	0.824436	0.175564
318	a	dorsal	coronal	dorsal_coronal	0.816234	0.183766
319	a	dorsal	pause	dorsal_pause	0.648987	0.351013
320	a	dorsal	coronal	dorsal_coronal	0.673987	0.326013
321	a	labial	dorsal	labial_dorsal	0.817828	0.182172
322	a	m	labial	m_labial	0.876716	0.123284
323	a	coronal	labial	coronal_labial	0.937832	0.062168
324	a	labial	n	labial_n	0.652098	0.347902
325	a	coronal	dorsal	coronal_dorsal	0.780349	0.219651
326	a	coronal	labial	coronal_labial	0.865602	0.134398
327	a	coronal	coronal	coronal_coronal	0.631428	0.368572
328	a	labial	m	labial_m	0.565274	0.434726
329	a	labial	coronal	labial_coronal	0.806525	0.193475
330	a	pause	labial	pause_labial	0.861463	0.138537
331	a	n	coronal	n_coronal	0.796161	0.203839
332	a	labial	labial	labial_labial	0.736777	0.263223
333	a	coronal	labial	coronal_labial	0.263503	0.736497
334	a	labial	dorsal	labial_dorsal	0.343818	0.656182
335	a	coronal	pause	coronal_pause	0.639891	0.360109
336	a	labial	labial	labial_labial	0.912351	0.087649
337	a	labial	labial	labial_labial	0.874362	0.125638
338	a	labial	m	labial_m	0.966173	0.033827
339	a	coronal	labial	coronal_labial	0.900134	0.099866
340	a	labial	labial	labial_labial	0.898935	0.101065
341	a	dorsal	coronal	dorsal_coronal	0.933875	0.066125
342	a	labial	coronal	labial_coronal	0.747042	0.252958
343	a	coronal	coronal	coronal_coronal	0.902714	0.097286
344	a	labial	labial	labial_labial	0.865545	0.134455
345	a	labial	labial	labial_labial	0.897394	0.102606
346	a	labial	coronal	labial_coronal	0.821567	0.178433
347	a	m	dorsal	m_dorsal	0.931578	0.068422
348	a	dorsal	pause	dorsal_pause	0.441980	0.558020
349	a	coronal	labial	coronal_labial	0.850652	0.149348
350	a	labial	dorsal	labial_dorsal	0.955489	0.044511
351	a	labial	labial	labial_labial	0.969154	0.030846
352	a	coronal	dorsal	coronal_dorsal	0.716581	0.283419
353	a	coronal	coronal	coronal_coronal	0.920251	0.079749
354	a	dorsal	labial	dorsal_labial	0.963070	0.036930
355	a	coronal	coronal	coronal_coronal	0.956957	0.043043
356	a	coronal	labial	coronal_labial	0.847188	0.152812
357	a	pause	coronal	pause_coronal	0.899239	0.100761
358	a	dorsal	n	dorsal_n	0.657067	0.342933
359	a	pause	coronal	pause_coronal	0.641778	0.358222
360	a	pause	coronal	pause_coronal	0.763928	0.236072
361	a	m	labial	m_labial	0.695004	0.304996
362	a	labial	coronal	labial_coronal	0.809705	0.190295
363	a	coronal	dorsal	coronal_dorsal	0.827039	0.172961
364	a	coronal	coronal	coronal_coronal	0.907021	0.092979
365	a	coronal	labial	coronal_labial	0.886580	0.113420
366	a	labial	dorsal	labial_dorsal	0.897070	0.102931
367	a	dorsal	dorsal	dorsal_dorsal	0.775618	0.224382
368	a	dorsal	labial	dorsal_labial	0.934652	0.065348
369	a	labial	pause	labial_pause	0.874277	0.125723
370	a	m	dorsal	m_dorsal	0.951770	0.048230
371	a	coronal	pause	coronal_pause	0.863077	0.136923
372	a	labial	coronal	labial_coronal	0.739876	0.260124
373	a	labial	coronal	labial_coronal	0.962053	0.037947
374	a	coronal	pause	coronal_pause	0.782877	0.217123
375	a	labial	coronal	labial_coronal	0.978108	0.021892
376	a	dorsal	coronal	dorsal_coronal	0.982190	0.017810
377	a	labial	coronal	labial_coronal	0.882223	0.117777
378	a	labial	dorsal	labial_dorsal	0.946851	0.053148
379	a	dorsal	coronal	dorsal_coronal	0.888688	0.111312
380	a	labial	coronal	labial_coronal	0.967856	0.032144
381	a	coronal	pause	coronal_pause	0.951617	0.048383
382	a	dorsal	pause	dorsal_pause	0.304414	0.695586
383	a	labial	coronal	labial_coronal	0.833463	0.166537
384	a	coronal	coronal	coronal_coronal	0.917427	0.082573
385	a	coronal	pause	coronal_pause	0.867937	0.132063
386	a	coronal	dorsal	coronal_dorsal	0.875658	0.124342
387	a	coronal	m	coronal_m	0.974435	0.025565
388	a	labial	m	labial_m	0.915423	0.084577
389	a	m	dorsal	m_dorsal	0.920735	0.079265
390	a	coronal	pause	coronal_pause	0.964963	0.035037
391	a	coronal	pause	coronal_pause	0.858467	0.141533
392	a	coronal	labial	coronal_labial	0.886929	0.113071
393	a	dorsal	coronal	dorsal_coronal	0.963611	0.036389
394	a	coronal	coronal	coronal_coronal	0.830712	0.169288
395	a	m	labial	m_labial	0.886645	0.113355
396	a	coronal	coronal	coronal_coronal	0.914400	0.085600
397	a	labial	coronal	labial_coronal	0.860358	0.139642
398	a	dorsal	pause	dorsal_pause	0.770720	0.229280
399	a	dorsal	pause	dorsal_pause	0.728713	0.271287
400	a	coronal	pause	coronal_pause	0.802637	0.197363
401	a	coronal	dorsal	coronal_dorsal	0.932304	0.067696
402	a	coronal	pause	coronal_pause	0.763924	0.236076
403	a	dorsal	pause	dorsal_pause	0.905954	0.094046
404	a	labial	dorsal	labial_dorsal	0.899057	0.100943
405	a	dorsal	pause	dorsal_pause	0.826620	0.173380
406	a	pause	coronal	pause_coronal	0.801506	0.198494
407	a	pause	coronal	pause_coronal	0.847103	0.152897
408	a	labial	dorsal	labial_dorsal	0.827511	0.172489
409	a	coronal	coronal	coronal_coronal	0.762255	0.237745
410	a	coronal	pause	coronal_pause	0.864394	0.135606
411	a	dorsal	coronal	dorsal_coronal	0.796334	0.203666
412	a	dorsal	dorsal	dorsal_dorsal	0.989526	0.010474
413	a	labial	coronal	labial_coronal	0.769210	0.230789
414	a	coronal	labial	coronal_labial	0.895295	0.104705
415	a	coronal	labial	coronal_labial	0.882288	0.117712
416	a	m	dorsal	m_dorsal	0.912979	0.087021
417	a	pause	n	pause_n	0.853130	0.146870
418	a	dorsal	coronal	dorsal_coronal	0.818613	0.181387
419	a	labial	m	labial_m	0.819245	0.180755
420	a	coronal	dorsal	coronal_dorsal	0.883197	0.116803
421	a	labial	coronal	labial_coronal	0.892902	0.107098
422	a	coronal	labial	coronal_labial	0.888891	0.111109
423	a	dorsal	coronal	dorsal_coronal	0.966266	0.033734
424	a	dorsal	coronal	dorsal_coronal	0.877668	0.122332
425	a	dorsal	coronal	dorsal_coronal	0.942461	0.057539
426	a	coronal	pause	coronal_pause	0.714281	0.285719
427	a	coronal	pause	coronal_pause	0.856615	0.143385
428	a	pause	pause	pause_pause	0.887483	0.112517
429	a	dorsal	labial	dorsal_labial	0.740088	0.259912
430	a	coronal	dorsal	coronal_dorsal	0.931047	0.068953
431	a	coronal	pause	coronal_pause	0.774509	0.225491
432	a	dorsal	labial	dorsal_labial	0.879651	0.120349
433	a	dorsal	dorsal	dorsal_dorsal	0.916919	0.083081
434	a	n	coronal	n_coronal	0.852620	0.147381
435	a	n	pause	n_pause	0.914909	0.085091
436	a	pause	labial	pause_labial	0.314962	0.685038
437	a	labial	m	labial_m	0.850195	0.149805
438	a	labial	m	labial_m	0.874434	0.125566
439	a	pause	labial	pause_labial	0.842618	0.157382
440	a	coronal	coronal	coronal_coronal	0.928868	0.071132
441	a	n	coronal	n_coronal	0.868960	0.131040
442	a	dorsal	labial	dorsal_labial	0.662355	0.337645
443	a	labial	m	labial_m	0.889593	0.110407
444	a	labial	m	labial_m	0.794302	0.205698
445	a	coronal	dorsal	coronal_dorsal	0.875208	0.124792
446	a	dorsal	pause	dorsal_pause	0.497510	0.502490
447	a	labial	dorsal	labial_dorsal	0.892149	0.107851
448	a	pause	coronal	pause_coronal	0.920005	0.079995
449	a	n	coronal	n_coronal	0.878074	0.121926
450	a	n	coronal	n_coronal	0.949769	0.050231
451	a	coronal	coronal	coronal_coronal	0.841317	0.158683
452	a	coronal	coronal	coronal_coronal	0.808638	0.191362
453	a	labial	m	labial_m	0.911979	0.088021
454	a	coronal	coronal	coronal_coronal	0.907286	0.092714
455	a	coronal	coronal	coronal_coronal	0.934710	0.065290
456	a	m	coronal	m_coronal	0.890601	0.109399
457	a	coronal	coronal	coronal_coronal	0.749051	0.250949
458	a	labial	coronal	labial_coronal	0.976403	0.023597
459	a	labial	dorsal	labial_dorsal	0.802260	0.197740
460	a	coronal	coronal	coronal_coronal	0.900644	0.099356
461	a	dorsal	n	dorsal_n	0.797468	0.202532
462	a	coronal	coronal	coronal_coronal	0.815615	0.184385
463	a	dorsal	dorsal	dorsal_dorsal	0.909578	0.090422
464	a	coronal	coronal	coronal_coronal	0.934975	0.065025
465	a	labial	dorsal	labial_dorsal	0.792756	0.207244
466	a	dorsal	pause	dorsal_pause	0.709987	0.290013
467	a	labial	coronal	labial_coronal	0.851981	0.148019
468	a	n	pause	n_pause	0.814217	0.185783
469	a	labial	dorsal	labial_dorsal	0.893239	0.106761
470	a	labial	coronal	labial_coronal	0.960932	0.039068
471	a	dorsal	dorsal	dorsal_dorsal	0.936475	0.063525
472	a	coronal	dorsal	coronal_dorsal	0.544348	0.455652
473	a	dorsal	dorsal	dorsal_dorsal	0.906313	0.093687
474	a	coronal	coronal	coronal_coronal	0.818232	0.181768
475	a	labial	pause	labial_pause	0.204751	0.795249
476	a	labial	coronal	labial_coronal	0.895433	0.104567
477	a	pause	pause	pause_pause	0.835944	0.164056
478	a	m	coronal	m_coronal	0.906757	0.093243
479	a	labial	m	labial_m	0.950009	0.049991
480	a	dorsal	pause	dorsal_pause	0.921613	0.078387
481	a	pause	dorsal	pause_dorsal	0.849692	0.150308
482	a	coronal	dorsal	coronal_dorsal	0.850520	0.149480
483	a	dorsal	pause	dorsal_pause	0.669825	0.330175
484	a	dorsal	pause	dorsal_pause	0.744450	0.255550
