	son	contexte_gauche	contexte_droit	contextes	proba_oral	proba_nasal
95	a	labial	labial	labial_labial	0.999965	0.000035
96	a	coronal	m	coronal_m	0.999999	0.000001
97	a	labial	coronal	labial_coronal	0.999951	0.000049
98	a	labial	coronal	labial_coronal	0.999988	0.000012
99	a	labial	coronal	labial_coronal	1.000000	0.000000
100	a	labial	dorsal	labial_dorsal	1.000000	0.000000
101	a	coronal	labial	coronal_labial	0.999997	0.000003
102	a	coronal	dorsal	coronal_dorsal	1.000000	0.000000
103	a	coronal	coronal	coronal_coronal	0.999999	0.000001
104	a	dorsal	pause	dorsal_pause	0.999977	0.000023
105	a	dorsal	coronal	dorsal_coronal	0.999978	0.000022
106	a	coronal	dorsal	coronal_dorsal	1.000000	0.000000
107	a	coronal	pause	coronal_pause	0.999850	0.000150
108	a	labial	dorsal	labial_dorsal	0.999987	0.000013
109	a	labial	dorsal	labial_dorsal	0.999976	0.000024
110	a	coronal	coronal	coronal_coronal	1.000000	0.000000
111	a	coronal	pause	coronal_pause	0.997391	0.002609
112	a	dorsal	pause	dorsal_pause	0.757551	0.242449
113	a	labial	pause	labial_pause	1.000000	0.000000
114	a	m	dorsal	m_dorsal	0.999999	0.000001
115	a	m	coronal	m_coronal	0.999999	0.000001
116	a	dorsal	labial	dorsal_labial	0.999715	0.000285
117	a	labial	labial	labial_labial	0.000880	0.999120
118	a	coronal	pause	coronal_pause	0.015614	0.984386
119	a	m	dorsal	m_dorsal	0.810923	0.189077
120	a	coronal	coronal	coronal_coronal	1.000000	0.000000
121	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
122	a	labial	dorsal	labial_dorsal	0.999999	0.000001
123	a	labial	labial	labial_labial	0.999828	0.000172
124	a	coronal	coronal	coronal_coronal	0.999532	0.000468
125	a	coronal	coronal	coronal_coronal	1.000000	0.000000
126	a	labial	coronal	labial_coronal	0.999999	0.000001
127	a	labial	dorsal	labial_dorsal	0.883047	0.116953
128	a	labial	coronal	labial_coronal	0.999934	0.000066
129	a	coronal	pause	coronal_pause	1.000000	0.000000
130	a	dorsal	coronal	dorsal_coronal	0.678178	0.321821
131	a	labial	m	labial_m	0.999004	0.000996
132	a	labial	coronal	labial_coronal	0.999377	0.000623
133	a	labial	coronal	labial_coronal	1.000000	0.000000
134	a	labial	dorsal	labial_dorsal	0.999979	0.000021
135	a	coronal	pause	coronal_pause	0.817148	0.182852
136	a	labial	labial	labial_labial	0.084400	0.915600
137	a	coronal	pause	coronal_pause	0.831324	0.168676
138	a	coronal	coronal	coronal_coronal	0.999947	0.000053
139	a	coronal	coronal	coronal_coronal	0.503069	0.496931
140	a	dorsal	labial	dorsal_labial	0.994061	0.005939
141	a	coronal	coronal	coronal_coronal	1.000000	0.000000
142	a	coronal	coronal	coronal_coronal	1.000000	0.000000
143	a	coronal	coronal	coronal_coronal	1.000000	0.000000
144	a	labial	coronal	labial_coronal	1.000000	0.000000
145	a	labial	coronal	labial_coronal	0.999999	0.000001
146	a	coronal	dorsal	coronal_dorsal	1.000000	0.000000
147	a	coronal	coronal	coronal_coronal	0.999730	0.000270
148	a	m	dorsal	m_dorsal	0.999522	0.000478
149	a	coronal	labial	coronal_labial	0.999475	0.000525
150	a	labial	coronal	labial_coronal	0.999970	0.000030
151	a	dorsal	pause	dorsal_pause	0.576796	0.423204
152	a	dorsal	labial	dorsal_labial	0.999488	0.000512
153	a	coronal	coronal	coronal_coronal	0.999918	0.000082
154	a	labial	coronal	labial_coronal	1.000000	0.000000
155	a	labial	coronal	labial_coronal	1.000000	0.000000
156	a	coronal	dorsal	coronal_dorsal	0.999451	0.000549
157	a	labial	labial	labial_labial	1.000000	0.000000
158	a	dorsal	coronal	dorsal_coronal	0.000036	0.999964
159	a	labial	dorsal	labial_dorsal	0.999997	0.000004
160	a	labial	coronal	labial_coronal	0.999908	0.000092
161	a	dorsal	pause	dorsal_pause	1.000000	0.000000
162	a	coronal	pause	coronal_pause	0.999990	0.000011
163	a	coronal	coronal	coronal_coronal	1.000000	0.000000
164	a	dorsal	coronal	dorsal_coronal	0.999680	0.000320
165	a	coronal	dorsal	coronal_dorsal	0.999950	0.000050
166	a	pause	coronal	pause_coronal	1.000000	0.000000
167	a	coronal	pause	coronal_pause	0.683965	0.316035
168	a	coronal	pause	coronal_pause	0.999995	0.000005
169	a	m	coronal	m_coronal	0.999211	0.000789
170	a	dorsal	coronal	dorsal_coronal	0.999998	0.000002
171	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
172	a	coronal	pause	coronal_pause	1.000000	0.000000
173	a	labial	dorsal	labial_dorsal	1.000000	0.000000
174	a	n	labial	n_labial	0.996565	0.003435
175	a	labial	coronal	labial_coronal	0.972406	0.027594
176	a	dorsal	labial	dorsal_labial	0.999563	0.000437
177	a	labial	coronal	labial_coronal	0.999071	0.000928
178	a	labial	labial	labial_labial	0.992817	0.007183
179	a	coronal	coronal	coronal_coronal	0.999972	0.000028
180	a	n	coronal	n_coronal	1.000000	0.000000
181	a	n	coronal	n_coronal	0.999997	0.000003
182	a	dorsal	coronal	dorsal_coronal	0.283720	0.716280
183	a	coronal	labial	coronal_labial	0.999996	0.000004
184	a	labial	coronal	labial_coronal	1.000000	0.000000
185	a	coronal	dorsal	coronal_dorsal	0.996124	0.003876
186	a	dorsal	labial	dorsal_labial	1.000000	0.000000
187	a	coronal	coronal	coronal_coronal	0.999990	0.000010
188	a	coronal	coronal	coronal_coronal	1.000000	0.000000
189	a	labial	coronal	labial_coronal	1.000000	0.000000
190	a	coronal	pause	coronal_pause	1.000000	0.000000
191	a	labial	coronal	labial_coronal	0.999912	0.000088
192	a	labial	dorsal	labial_dorsal	1.000000	0.000000
193	a	pause	labial	pause_labial	0.999908	0.000092
194	a	labial	m	labial_m	0.999995	0.000005
195	a	dorsal	pause	dorsal_pause	0.999954	0.000046
196	a	labial	coronal	labial_coronal	1.000000	0.000000
197	a	pause	labial	pause_labial	0.999491	0.000509
198	a	labial	pause	labial_pause	1.000000	0.000000
199	a	labial	dorsal	labial_dorsal	1.000000	0.000000
200	a	coronal	dorsal	coronal_dorsal	0.999068	0.000932
201	a	pause	pause	pause_pause	0.806198	0.193802
202	a	labial	labial	labial_labial	0.999112	0.000888
203	a	labial	dorsal	labial_dorsal	0.998888	0.001112
204	a	labial	n	labial_n	1.000000	0.000000
205	a	n	dorsal	n_dorsal	0.999972	0.000028
206	a	labial	labial	labial_labial	0.999636	0.000364
207	a	dorsal	coronal	dorsal_coronal	0.999998	0.000002
208	a	coronal	m	coronal_m	1.000000	0.000000
209	a	coronal	coronal	coronal_coronal	1.000000	0.000000
210	a	dorsal	pause	dorsal_pause	0.011983	0.988017
211	a	coronal	dorsal	coronal_dorsal	0.999996	0.000004
212	a	labial	dorsal	labial_dorsal	0.999999	0.000001
213	a	coronal	labial	coronal_labial	1.000000	0.000000
214	a	m	labial	m_labial	0.977949	0.022051
215	a	dorsal	coronal	dorsal_coronal	0.998470	0.001530
216	a	coronal	coronal	coronal_coronal	1.000000	0.000000
217	a	coronal	coronal	coronal_coronal	0.987326	0.012674
218	a	m	coronal	m_coronal	0.994171	0.005829
219	a	coronal	coronal	coronal_coronal	0.980131	0.019869
220	a	labial	dorsal	labial_dorsal	1.000000	0.000000
221	a	labial	pause	labial_pause	0.999797	0.000203
222	a	coronal	labial	coronal_labial	0.999660	0.000339
223	a	labial	coronal	labial_coronal	1.000000	0.000000
224	a	coronal	m	coronal_m	0.982067	0.017933
225	a	coronal	labial	coronal_labial	0.999937	0.000063
226	a	labial	pause	labial_pause	0.999957	0.000043
227	a	dorsal	coronal	dorsal_coronal	0.999977	0.000023
228	a	m	coronal	m_coronal	1.000000	0.000000
229	a	coronal	labial	coronal_labial	0.999053	0.000947
230	a	m	pause	m_pause	0.999798	0.000202
231	a	labial	m	labial_m	0.999902	0.000097
232	a	pause	n	pause_n	0.999997	0.000004
233	a	m	labial	m_labial	0.999999	0.000001
234	a	coronal	pause	coronal_pause	0.999118	0.000882
235	a	labial	dorsal	labial_dorsal	1.000000	0.000000
236	a	coronal	coronal	coronal_coronal	0.999997	0.000003
237	a	pause	coronal	pause_coronal	0.999961	0.000039
238	a	coronal	pause	coronal_pause	0.997320	0.002680
239	a	coronal	coronal	coronal_coronal	1.000000	0.000000
240	a	pause	coronal	pause_coronal	0.999999	0.000001
241	a	labial	dorsal	labial_dorsal	1.000000	0.000000
242	a	dorsal	pause	dorsal_pause	0.001607	0.998393
243	a	pause	labial	pause_labial	1.000000	0.000000
244	a	dorsal	pause	dorsal_pause	0.982325	0.017675
245	a	coronal	pause	coronal_pause	1.000000	0.000000
246	a	coronal	pause	coronal_pause	0.998680	0.001320
247	a	pause	n	pause_n	1.000000	0.000000
248	a	n	labial	n_labial	1.000000	0.000000
249	a	labial	pause	labial_pause	0.999979	0.000021
250	a	pause	dorsal	pause_dorsal	1.000000	0.000000
251	a	coronal	pause	coronal_pause	1.000000	0.000000
252	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
253	a	pause	n	pause_n	0.965343	0.034657
254	a	dorsal	pause	dorsal_pause	0.978616	0.021384
255	a	labial	m	labial_m	1.000000	0.000000
256	a	labial	labial	labial_labial	0.999998	0.000002
257	a	n	labial	n_labial	0.999982	0.000018
258	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
259	a	labial	m	labial_m	0.999981	0.000019
260	a	labial	dorsal	labial_dorsal	0.999981	0.000019
261	a	coronal	labial	coronal_labial	1.000000	0.000000
262	a	labial	pause	labial_pause	1.000000	0.000000
263	a	coronal	coronal	coronal_coronal	1.000000	0.000000
264	a	coronal	coronal	coronal_coronal	0.999994	0.000006
265	a	pause	labial	pause_labial	1.000000	0.000000
266	a	coronal	labial	coronal_labial	0.999998	0.000002
267	a	dorsal	coronal	dorsal_coronal	0.999929	0.000071
268	a	pause	dorsal	pause_dorsal	1.000000	0.000000
269	a	pause	dorsal	pause_dorsal	1.000000	0.000000
270	a	coronal	dorsal	coronal_dorsal	0.998853	0.001147
271	a	dorsal	pause	dorsal_pause	0.999854	0.000146
272	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
273	a	coronal	pause	coronal_pause	0.999802	0.000198
274	a	coronal	dorsal	coronal_dorsal	0.999969	0.000030
275	a	pause	m	pause_m	1.000000	0.000000
276	a	labial	coronal	labial_coronal	0.996007	0.003993
277	a	coronal	coronal	coronal_coronal	1.000000	0.000000
278	a	coronal	dorsal	coronal_dorsal	0.999956	0.000044
279	a	coronal	pause	coronal_pause	0.994557	0.005443
280	a	labial	dorsal	labial_dorsal	0.999999	0.000001
281	a	coronal	coronal	coronal_coronal	0.999981	0.000019
282	a	coronal	dorsal	coronal_dorsal	0.013380	0.986620
283	a	m	labial	m_labial	0.999999	0.000001
284	a	coronal	dorsal	coronal_dorsal	0.999944	0.000056
285	a	dorsal	pause	dorsal_pause	1.000000	0.000000
286	a	labial	dorsal	labial_dorsal	1.000000	0.000000
287	a	dorsal	dorsal	dorsal_dorsal	0.887016	0.112984
288	a	coronal	labial	coronal_labial	0.999999	0.000001
289	a	coronal	pause	coronal_pause	1.000000	0.000000
290	a	coronal	labial	coronal_labial	1.000000	0.000001
291	a	dorsal	labial	dorsal_labial	1.000000	0.000000
292	a	labial	coronal	labial_coronal	0.999944	0.000056
293	a	dorsal	coronal	dorsal_coronal	0.999998	0.000002
294	a	m	n	m_n	0.999295	0.000705
295	a	dorsal	pause	dorsal_pause	1.000000	0.000000
296	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
297	a	pause	coronal	pause_coronal	1.000000	0.000000
298	a	dorsal	m	dorsal_m	0.046659	0.953341
299	a	labial	dorsal	labial_dorsal	0.952131	0.047869
300	a	dorsal	m	dorsal_m	0.247340	0.752660
301	a	labial	n	labial_n	0.999988	0.000012
302	a	coronal	labial	coronal_labial	0.994696	0.005304
303	a	coronal	labial	coronal_labial	0.999801	0.000199
304	a	dorsal	coronal	dorsal_coronal	0.998323	0.001677
305	a	coronal	n	coronal_n	0.999985	0.000015
306	a	coronal	coronal	coronal_coronal	0.885774	0.114226
307	a	labial	dorsal	labial_dorsal	1.000000	0.000000
308	a	coronal	dorsal	coronal_dorsal	0.035597	0.964403
309	a	dorsal	labial	dorsal_labial	0.999636	0.000364
310	a	coronal	coronal	coronal_coronal	0.999999	0.000001
311	a	dorsal	coronal	dorsal_coronal	0.999985	0.000015
312	a	coronal	dorsal	coronal_dorsal	1.000000	0.000000
313	a	coronal	dorsal	coronal_dorsal	0.999988	0.000012
314	a	dorsal	pause	dorsal_pause	0.013000	0.987000
315	a	labial	coronal	labial_coronal	0.025505	0.974495
316	a	coronal	coronal	coronal_coronal	0.983530	0.016470
317	a	dorsal	coronal	dorsal_coronal	0.999987	0.000013
318	a	dorsal	coronal	dorsal_coronal	0.999831	0.000169
319	a	dorsal	pause	dorsal_pause	1.000000	0.000000
320	a	dorsal	coronal	dorsal_coronal	0.999977	0.000023
321	a	labial	dorsal	labial_dorsal	0.998816	0.001184
322	a	m	labial	m_labial	0.999904	0.000096
323	a	coronal	labial	coronal_labial	1.000000	0.000000
324	a	labial	n	labial_n	1.000000	0.000000
325	a	coronal	dorsal	coronal_dorsal	0.999990	0.000010
326	a	coronal	labial	coronal_labial	1.000000	0.000000
327	a	coronal	coronal	coronal_coronal	0.644890	0.355110
328	a	labial	m	labial_m	0.486213	0.513787
329	a	labial	coronal	labial_coronal	0.833019	0.166981
330	a	pause	labial	pause_labial	0.999968	0.000032
331	a	n	coronal	n_coronal	1.000000	0.000000
332	a	labial	labial	labial_labial	0.999963	0.000037
333	a	coronal	labial	coronal_labial	0.641634	0.358366
334	a	labial	dorsal	labial_dorsal	0.120590	0.879410
335	a	coronal	pause	coronal_pause	0.994708	0.005292
336	a	labial	labial	labial_labial	1.000000	0.000000
337	a	labial	labial	labial_labial	0.999999	0.000001
338	a	labial	m	labial_m	1.000000	0.000000
339	a	coronal	labial	coronal_labial	0.999999	0.000001
340	a	labial	labial	labial_labial	0.999999	0.000001
341	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
342	a	labial	coronal	labial_coronal	0.999998	0.000002
343	a	coronal	coronal	coronal_coronal	1.000000	0.000000
344	a	labial	labial	labial_labial	1.000000	0.000000
345	a	labial	labial	labial_labial	1.000000	0.000000
346	a	labial	coronal	labial_coronal	0.999999	0.000001
347	a	m	dorsal	m_dorsal	0.999999	0.000001
348	a	dorsal	pause	dorsal_pause	0.999957	0.000043
349	a	coronal	labial	coronal_labial	0.999999	0.000001
350	a	labial	dorsal	labial_dorsal	1.000000	0.000000
351	a	labial	labial	labial_labial	1.000000	0.000000
352	a	coronal	dorsal	coronal_dorsal	1.000000	0.000000
353	a	coronal	coronal	coronal_coronal	0.999985	0.000015
354	a	dorsal	labial	dorsal_labial	0.999993	0.000007
355	a	coronal	coronal	coronal_coronal	0.999998	0.000002
356	a	coronal	labial	coronal_labial	0.999958	0.000042
357	a	pause	coronal	pause_coronal	0.999990	0.000010
358	a	dorsal	n	dorsal_n	0.368346	0.631654
359	a	pause	coronal	pause_coronal	0.997475	0.002525
360	a	pause	coronal	pause_coronal	0.997819	0.002181
361	a	m	labial	m_labial	0.999848	0.000152
362	a	labial	coronal	labial_coronal	0.996649	0.003351
363	a	coronal	dorsal	coronal_dorsal	0.999985	0.000015
364	a	coronal	coronal	coronal_coronal	0.999734	0.000266
365	a	coronal	labial	coronal_labial	1.000000	0.000000
366	a	labial	dorsal	labial_dorsal	0.999992	0.000008
367	a	dorsal	dorsal	dorsal_dorsal	0.997632	0.002368
368	a	dorsal	labial	dorsal_labial	0.999998	0.000002
369	a	labial	pause	labial_pause	0.999995	0.000005
370	a	m	dorsal	m_dorsal	0.999922	0.000078
371	a	coronal	pause	coronal_pause	0.222812	0.777188
372	a	labial	coronal	labial_coronal	1.000000	0.000000
373	a	labial	coronal	labial_coronal	1.000000	0.000000
374	a	coronal	pause	coronal_pause	0.999513	0.000487
375	a	labial	coronal	labial_coronal	1.000000	0.000000
376	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
377	a	labial	coronal	labial_coronal	0.992676	0.007324
378	a	labial	dorsal	labial_dorsal	1.000000	0.000000
379	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
380	a	labial	coronal	labial_coronal	1.000000	0.000000
381	a	coronal	pause	coronal_pause	1.000000	0.000000
382	a	dorsal	pause	dorsal_pause	0.145197	0.854803
383	a	labial	coronal	labial_coronal	0.999986	0.000014
384	a	coronal	coronal	coronal_coronal	1.000000	0.000000
385	a	coronal	pause	coronal_pause	0.985823	0.014177
386	a	coronal	dorsal	coronal_dorsal	0.999957	0.000043
387	a	coronal	m	coronal_m	1.000000	0.000000
388	a	labial	m	labial_m	1.000000	0.000000
389	a	m	dorsal	m_dorsal	0.999888	0.000112
390	a	coronal	pause	coronal_pause	1.000000	0.000000
391	a	coronal	pause	coronal_pause	1.000000	0.000000
392	a	coronal	labial	coronal_labial	0.999977	0.000023
393	a	dorsal	coronal	dorsal_coronal	0.937380	0.062620
394	a	coronal	coronal	coronal_coronal	0.999990	0.000010
395	a	m	labial	m_labial	1.000000	0.000000
396	a	coronal	coronal	coronal_coronal	0.999709	0.000291
397	a	labial	coronal	labial_coronal	0.981782	0.018218
398	a	dorsal	pause	dorsal_pause	0.998860	0.001140
399	a	dorsal	pause	dorsal_pause	0.996999	0.003001
400	a	coronal	pause	coronal_pause	0.934774	0.065226
401	a	coronal	dorsal	coronal_dorsal	1.000000	0.000000
402	a	coronal	pause	coronal_pause	0.999999	0.000001
403	a	dorsal	pause	dorsal_pause	0.999996	0.000004
404	a	labial	dorsal	labial_dorsal	0.999990	0.000010
405	a	dorsal	pause	dorsal_pause	0.999958	0.000042
406	a	pause	coronal	pause_coronal	0.999709	0.000291
407	a	pause	coronal	pause_coronal	0.999999	0.000001
408	a	labial	dorsal	labial_dorsal	1.000000	0.000000
409	a	coronal	coronal	coronal_coronal	0.999972	0.000028
410	a	coronal	pause	coronal_pause	0.999994	0.000006
411	a	dorsal	coronal	dorsal_coronal	0.999999	0.000001
412	a	dorsal	dorsal	dorsal_dorsal	1.000000	0.000000
413	a	labial	coronal	labial_coronal	0.999940	0.000060
414	a	coronal	labial	coronal_labial	0.999070	0.000930
415	a	coronal	labial	coronal_labial	0.999725	0.000275
416	a	m	dorsal	m_dorsal	1.000000	0.000000
417	a	pause	n	pause_n	0.023103	0.976897
418	a	dorsal	coronal	dorsal_coronal	0.979461	0.020539
419	a	labial	m	labial_m	1.000000	0.000000
420	a	coronal	dorsal	coronal_dorsal	0.999983	0.000017
421	a	labial	coronal	labial_coronal	1.000000	0.000000
422	a	coronal	labial	coronal_labial	1.000000	0.000000
423	a	dorsal	coronal	dorsal_coronal	1.000000	0.000000
424	a	dorsal	coronal	dorsal_coronal	0.999980	0.000020
425	a	dorsal	coronal	dorsal_coronal	0.999998	0.000002
426	a	coronal	pause	coronal_pause	0.999923	0.000077
427	a	coronal	pause	coronal_pause	0.999828	0.000173
428	a	pause	pause	pause_pause	1.000000	0.000000
429	a	dorsal	labial	dorsal_labial	0.999999	0.000001
430	a	coronal	dorsal	coronal_dorsal	0.999979	0.000021
431	a	coronal	pause	coronal_pause	0.999999	0.000001
432	a	dorsal	labial	dorsal_labial	0.960544	0.039456
433	a	dorsal	dorsal	dorsal_dorsal	1.000000	0.000000
434	a	n	coronal	n_coronal	0.959409	0.040591
435	a	n	pause	n_pause	1.000000	0.000000
436	a	pause	labial	pause_labial	0.999804	0.000196
437	a	labial	m	labial_m	0.999559	0.000441
438	a	labial	m	labial_m	0.999559	0.000441
439	a	pause	labial	pause_labial	0.999387	0.000613
440	a	coronal	coronal	coronal_coronal	1.000000	0.000000
441	a	n	coronal	n_coronal	1.000000	0.000000
442	a	dorsal	labial	dorsal_labial	0.999822	0.000178
443	a	labial	m	labial_m	1.000000	0.000000
444	a	labial	m	labial_m	0.999997	0.000003
445	a	coronal	dorsal	coronal_dorsal	1.000000	0.000000
446	a	dorsal	pause	dorsal_pause	0.280090	0.719910
447	a	labial	dorsal	labial_dorsal	0.999818	0.000182
448	a	pause	coronal	pause_coronal	1.000000	0.000000
449	a	n	coronal	n_coronal	0.999066	0.000934
450	a	n	coronal	n_coronal	1.000000	0.000000
451	a	coronal	coronal	coronal_coronal	1.000000	0.000000
452	a	coronal	coronal	coronal_coronal	0.992875	0.007125
453	a	labial	m	labial_m	0.998967	0.001033
454	a	coronal	coronal	coronal_coronal	1.000000	0.000000
455	a	coronal	coronal	coronal_coronal	1.000000	0.000000
456	a	m	coronal	m_coronal	1.000000	0.000000
457	a	coronal	coronal	coronal_coronal	0.994503	0.005497
458	a	labial	coronal	labial_coronal	1.000000	0.000000
459	a	labial	dorsal	labial_dorsal	0.615294	0.384706
460	a	coronal	coronal	coronal_coronal	0.999914	0.000086
461	a	dorsal	n	dorsal_n	0.989318	0.010682
462	a	coronal	coronal	coronal_coronal	0.999941	0.000059
463	a	dorsal	dorsal	dorsal_dorsal	1.000000	0.000000
464	a	coronal	coronal	coronal_coronal	1.000000	0.000000
465	a	labial	dorsal	labial_dorsal	0.977084	0.022916
466	a	dorsal	pause	dorsal_pause	1.000000	0.000000
467	a	labial	coronal	labial_coronal	0.999997	0.000003
468	a	n	pause	n_pause	0.998870	0.001130
469	a	labial	dorsal	labial_dorsal	0.999998	0.000002
470	a	labial	coronal	labial_coronal	0.999999	0.000001
471	a	dorsal	dorsal	dorsal_dorsal	0.999808	0.000192
472	a	coronal	dorsal	coronal_dorsal	0.890261	0.109739
473	a	dorsal	dorsal	dorsal_dorsal	1.000000	0.000000
474	a	coronal	coronal	coronal_coronal	1.000000	0.000000
475	a	labial	pause	labial_pause	0.640626	0.359374
476	a	labial	coronal	labial_coronal	0.934086	0.065914
477	a	pause	pause	pause_pause	1.000000	0.000000
478	a	m	coronal	m_coronal	0.866235	0.133765
479	a	labial	m	labial_m	0.999998	0.000002
480	a	dorsal	pause	dorsal_pause	1.000000	0.000000
481	a	pause	dorsal	pause_dorsal	0.999999	0.000001
482	a	coronal	dorsal	coronal_dorsal	1.000000	0.000000
483	a	dorsal	pause	dorsal_pause	0.038138	0.961862
484	a	dorsal	pause	dorsal_pause	0.258637	0.741363
